name,album,artist,artist_top_genre,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,Gender ,Source 
Jaga Jaga,Jaga Jaga,Eedris Abdulkareem,afro dancehall,2004,226493,26,0.881,0.0384,0.689,0,0.227,-7.685,0.26,95.958,4,Male,https://www.google.com/search?q=Johnny+Drille&sxsrf=AOaemvIDFSVJDz_0QPKZN3FOhh8pqZiEzw%3A1638269891242&ei=wwOmYf6gDtL1gQaZ7IjoBA&ved=0ahUKEwi-jqf39r_0AhXSesAKHRk2Ak0Q4dUDCA8&uact=5&oq=Johnny+Drille&gs_lcp=Cgdnd3Mtd2l6EAMyBQguEIAEMgUIABCABDIFCC4QgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQguEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgcIABBHELADOgcIABCwAxBDOgoILhDIAxCwAxBDOgQIIxAnOgQILhBDOhEILhCABBCxAxCDARDHARCjAjoOCC4QgAQQsQMQxwEQ0QM6CAguELEDEIMBOgUILhCRAjoLCC4QgAQQsQMQgwE6CAguEIAEELEDOggIABCABBCxA0oECEEYAFDYB1jPImD-JGgCcAJ4AIABggKIAc8LkgEFNS43LjGYAQCgAQHIAQ_AAQE&sclient=gws-wiz
Oruka,Unchained,Sunny Neji,highlife,2013,300173,0,0.677,0.138,0.842,0,0.0422,-3.551,0.0512,95.014,4,Male,https://www.google.com/search?q=Johnny+Drille&sxsrf=AOaemvIDFSVJDz_0QPKZN3FOhh8pqZiEzw%3A1638269891242&ei=wwOmYf6gDtL1gQaZ7IjoBA&ved=0ahUKEwi-jqf39r_0AhXSesAKHRk2Ak0Q4dUDCA8&uact=5&oq=Johnny+Drille&gs_lcp=Cgdnd3Mtd2l6EAMyBQguEIAEMgUIABCABDIFCC4QgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQguEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgcIABBHELADOgcIABCwAxBDOgoILhDIAxCwAxBDOgQIIxAnOgQILhBDOhEILhCABBCxAxCDARDHARCjAjoOCC4QgAQQsQMQxwEQ0QM6CAguELEDEIMBOgUILhCRAjoLCC4QgAQQsQMQgwE6CAguEIAEELEDOggIABCABBCxA0oECEEYAFDYB1jPImD-JGgCcAJ4AIABggKIAc8LkgEFNS43LjGYAQCgAQHIAQ_AAQE&sclient=gws-wiz
Critical,The Alliance Reconstructed,Ikechukwu,afro dancehall,2011,238576,15,0.761,0.0154,0.96,0.00102,0.0566,-2.993,0.0559,105.983,4,Male,https://www.google.com/search?q=juls&biw=1440&bih=720&sxsrf=AOaemvLTxzUuOkPQw0hPdM_nSXh0wpvVwg%3A1638267727457&ei=T_ulYbymG9OW8gL2wLHIDA&ved=0ahUKEwj8icTv7r_0AhVTi1wKHXZgDMkQ4dUDCA8&uact=5&oq=juls&gs_lcp=Cgdnd3Mtd2l6EAMyBAgjECcyCAguEIAEELEDMgUIABCABDIFCC4QgAQyCwguEIAEEMcBEK8BMgUILhCABDIFCC4QgAQyBQgAEIAEMgUILhCABDIFCC4QgAQ6BwgAEEcQsAM6BwgAELADEEM6CgguEMgDELADEEM6BAguEEM6EQguEIAEELEDEIMBEMcBEKMCOg4ILhCABBCxAxDHARDRAzoLCAAQgAQQsQMQgwE6CAguELEDEIMBOgUILhCRAjoECAAQQzoLCC4QgAQQsQMQgwE6CAgAELEDEIMBSgQIQRgAUMMIWMEMYIUOaANwAngAgAFliAHxApIBAzMuMZgBAKABAcgBD8ABAQ&sclient=gws-wiz
Mo Gbono Feli Feli,Carnival Street Bangers,Various Artists,afro dancehall,2013,258000,25,0.772,0.0753,0.859,0.00598,0.0718,-6.396,0.0896,105.962,4,Male,https://www.google.com/search?q=juls&biw=1440&bih=720&sxsrf=AOaemvLTxzUuOkPQw0hPdM_nSXh0wpvVwg%3A1638267727457&ei=T_ulYbymG9OW8gL2wLHIDA&ved=0ahUKEwj8icTv7r_0AhVTi1wKHXZgDMkQ4dUDCA8&uact=5&oq=juls&gs_lcp=Cgdnd3Mtd2l6EAMyBAgjECcyCAguEIAEELEDMgUIABCABDIFCC4QgAQyCwguEIAEEMcBEK8BMgUILhCABDIFCC4QgAQyBQgAEIAEMgUILhCABDIFCC4QgAQ6BwgAEEcQsAM6BwgAELADEEM6CgguEMgDELADEEM6BAguEEM6EQguEIAEELEDEIMBEMcBEKMCOg4ILhCABBCxAxDHARDRAzoLCAAQgAQQsQMQgwE6CAguELEDEIMBOgUILhCRAjoECAAQQzoLCC4QgAQQsQMQgwE6CAgAELEDEIMBSgQIQRgAUMMIWMEMYIUOaANwAngAgAFliAHxApIBAzMuMZgBAKABAcgBD8ABAQ&sclient=gws-wiz
Pop Something Ft. D'banj,"African Football Anthems, Vol. 1",Various Artists,afro dancehall,2013,298813,0,0.661,0.00176,0.942,0.189,0.214,-4.694,0.0611,140.026,4,Male,https://www.google.com/search?q=juls&biw=1440&bih=720&sxsrf=AOaemvLTxzUuOkPQw0hPdM_nSXh0wpvVwg%3A1638267727457&ei=T_ulYbymG9OW8gL2wLHIDA&ved=0ahUKEwj8icTv7r_0AhVTi1wKHXZgDMkQ4dUDCA8&uact=5&oq=juls&gs_lcp=Cgdnd3Mtd2l6EAMyBAgjECcyCAguEIAEELEDMgUIABCABDIFCC4QgAQyCwguEIAEEMcBEK8BMgUILhCABDIFCC4QgAQyBQgAEIAEMgUILhCABDIFCC4QgAQ6BwgAEEcQsAM6BwgAELADEEM6CgguEMgDELADEEM6BAguEEM6EQguEIAEELEDEIMBEMcBEKMCOg4ILhCABBCxAxDHARDRAzoLCAAQgAQQsQMQgwE6CAguELEDEIMBOgUILhCRAjoECAAQQzoLCC4QgAQQsQMQgwE6CAgAELEDEIMBSgQIQRgAUMMIWMEMYIUOaANwAngAgAFliAHxApIBAzMuMZgBAKABAcgBD8ABAQ&sclient=gws-wiz
Tongolo,Sangolo,Various Artists,afro dancehall,1998,251715,0,0.82,0.261,0.662,0,0.369,-9.514,0.0771,102.074,4,Male,https://www.google.com/search?q=juls&biw=1440&bih=720&sxsrf=AOaemvLTxzUuOkPQw0hPdM_nSXh0wpvVwg%3A1638267727457&ei=T_ulYbymG9OW8gL2wLHIDA&ved=0ahUKEwj8icTv7r_0AhVTi1wKHXZgDMkQ4dUDCA8&uact=5&oq=juls&gs_lcp=Cgdnd3Mtd2l6EAMyBAgjECcyCAguEIAEELEDMgUIABCABDIFCC4QgAQyCwguEIAEEMcBEK8BMgUILhCABDIFCC4QgAQyBQgAEIAEMgUILhCABDIFCC4QgAQ6BwgAEEcQsAM6BwgAELADEEM6CgguEMgDELADEEM6BAguEEM6EQguEIAEELEDEIMBEMcBEKMCOg4ILhCABBCxAxDHARDRAzoLCAAQgAQQsQMQgwE6CAguELEDEIMBOgUILhCRAjoECAAQQzoLCC4QgAQQsQMQgwE6CAgAELEDEIMBSgQIQRgAUMMIWMEMYIUOaANwAngAgAFliAHxApIBAzMuMZgBAKABAcgBD8ABAQ&sclient=gws-wiz
Yahoozee,Trilogy,Olu Maintain,afro dancehall,2008,256391,0,0.802,0.234,0.641,0,0.148,-8.204,0.281,112.985,4,Male,https://www.google.com/search?q=k9+nigerian+artist&sxsrf=AOaemvJz_HNne-cxjR0r7lXN8KPyTuEtfQ%3A1638269028270&ei=ZACmYZbuD5aChbIP0auk8A0&ved=0ahUKEwiWsOfb87_0AhUWQUEAHdEVCd4Q4dUDCA8&uact=5&oq=k9+nigerian+artist&gs_lcp=Cgdnd3Mtd2l6EAMyBggAEBYQHjIGCAAQFhAeMgYIABAWEB46BwgAEEcQsAM6BAgjECc6BQguEJECOggILhCABBCxAzoOCC4QgAQQsQMQxwEQowI6CAguELEDEIMBOggIABCABBCxAzoRCC4QgAQQsQMQgwEQxwEQ0QM6BwgAELEDEEM6CwguEIAEEMcBEK8BOgUIABCABDoFCC4QgAQ6CwgAEIAEELEDEMkDOgUIABCSA0oECEEYAFDEBljUJWDkJmgDcAJ4AIABgwGIAeANkgEEMTIuNpgBAKABAcgBCMABAQ&sclient=gws-wiz
Over The Moon Ft. K-Switch,51Lex Presents Something About You,Dr SID,afro dancehall,2011,235920,16,0.876,0.297,0.709,1.25E-05,0.0617,-7.842,0.0357,124.957,4,Male,https://www.google.com/search?q=kas+nigerian+artist&sxsrf=AOaemvIB9PKj_7pz2jFzwWx3EoVV45V-ww%3A1638269206883&ei=FgGmYbWYNY6Kxc8PmPOImAs&ved=0ahUKEwi1-_yw9L_0AhUORfEDHZg5ArMQ4dUDCA8&uact=5&oq=kas+nigerian+artist&gs_lcp=Cgdnd3Mtd2l6EAMyBggAEBYQHjIGCAAQFhAeMgYIABAWEB46DQguEMcBEK8BELADECc6BwgAEEcQsAM6CgguEMgDELADEEM6EAguEMcBENEDEMgDELADEEM6BAgAEEM6BAguEEM6CwgAEIAEELEDEIMBOhAILhCABBCHAhDHARCvARAUOgUIABCABDoFCC4QgAQ6CwguEIAEEMcBEK8BOgUIABCRAjoICAAQgAQQyQM6BwgAEIAEEAo6CAgAEBYQChAeOgQIABANOgYIABANEB46CAgAEA0QChAeOggIABAIEA0QHkoECEEYAFDEAljzJWC3J2gDcAJ4AIABjQGIAeQNkgEEMTAuOJgBAKABAcgBD8ABAQ&sclient=gws-wiz
Tony Montana - Remix,Tony Montana Remix,Naeto C,afro dancehall,2012,243774,24,0.726,0.0896,0.974,0,0.0946,-4.55,0.318,125.044,4,Male,https://www.google.com/search?q=kayswitch&sxsrf=AOaemvL6cR_RYtbX1KxLvWrylY6pmr-oqg%3A1638268379031&ei=2_2lYYeqAe-Ixc8P5LGxiAI&ved=0ahUKEwjHg52m8b_0AhVvRPEDHeRYDCEQ4dUDCA8&uact=5&oq=kayswitch&gs_lcp=Cgdnd3Mtd2l6EAMyBQguEIAEMgUILhCABDIFCC4QkQIyBQgAEIAEMgUIABCABDIFCAAQgAQyBQguEIAEMgUIABCABDIFCAAQgAQyBQguEIAEOgcIABBHELADOgQIIxAnOggILhCABBCxAzoOCC4QgAQQsQMQxwEQowI6CAguELEDEIMBOggIABCABBCxAzoRCC4QgAQQsQMQgwEQxwEQ0QM6BAguEEM6DgguEIAEELEDEMcBENEDOgcILhCxAxBDOgsILhCABBCxAxCDAToHCAAQsQMQQzoLCAAQgAQQsQMQgwE6BwgAELEDEAo6BwgAEIAEEAo6BAgAEApKBAhBGABQ5wZYsxRg-BVoA3ACeACAAYIBiAHpBpIBAzUuNJgBAKABAcgBCMABAQ&sclient=gws-wiz
Undisputed,Mi2 the Movie,M.I. Abaga,afropop,2011,164702,14,0.823,0.248,0.701,1.29E-05,0.2,-4.891,0.0509,114.978,4,Male,https://www.google.com/search?q=Kcee+&sxsrf=AOaemvJvYzH3Q1eGACXA2Q7VTFbWTouxMg%3A1638269526219&ei=VgKmYcboDJPWgQb67oiIBg&ved=0ahUKEwjG65_J9b_0AhUTa8AKHXo3AmEQ4dUDCA8&uact=5&oq=Kcee+&gs_lcp=Cgdnd3Mtd2l6EAMyBQguEJECMgUILhCABDIFCC4QgAQyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEOgcIABBHELADOgoILhDIAxCwAxBDOgQIIxAnOgQILhBDOgcILhCxAxBDOgsILhCABBCxAxCDAToECAAQQzoICC4QgAQQsQM6DgguEIAEELEDEMcBEKMCOggIABCABBCxAzoLCAAQgAQQsQMQgwFKBAhBGABQ6whYqQ9grhFoBHACeACAAXiIAdADkgEDNC4xmAEAoAEByAEOwAEB&sclient=gws-wiz
Implication,The Unstoppable (International Edition),2Baba,afro dancehall,2010,207813,0,0.764,0.332,0.842,1.44E-06,0.241,-6.872,0.0454,129.968,4,Male,https://www.google.com/search?q=Kcee+&sxsrf=AOaemvJvYzH3Q1eGACXA2Q7VTFbWTouxMg%3A1638269526219&ei=VgKmYcboDJPWgQb67oiIBg&ved=0ahUKEwjG65_J9b_0AhUTa8AKHXo3AmEQ4dUDCA8&uact=5&oq=Kcee+&gs_lcp=Cgdnd3Mtd2l6EAMyBQguEJECMgUILhCABDIFCC4QgAQyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEOgcIABBHELADOgoILhDIAxCwAxBDOgQIIxAnOgQILhBDOgcILhCxAxBDOgsILhCABBCxAxCDAToECAAQQzoICC4QgAQQsQM6DgguEIAEELEDEMcBEKMCOggIABCABBCxAzoLCAAQgAQQsQMQgwFKBAhBGABQ6whYqQ9grhFoBHACeACAAXiIAdADkgEDNC4xmAEAoAEByAEOwAEB&sclient=gws-wiz
Bomper to Bomper,Nigeria Club,Various Artists,na,2012,226200,6,0.731,0.0278,0.701,0,0.577,-10.326,0.105,119.991,4,Male,https://www.google.com/search?q=Kcee+&sxsrf=AOaemvJvYzH3Q1eGACXA2Q7VTFbWTouxMg%3A1638269526219&ei=VgKmYcboDJPWgQb67oiIBg&ved=0ahUKEwjG65_J9b_0AhUTa8AKHXo3AmEQ4dUDCA8&uact=5&oq=Kcee+&gs_lcp=Cgdnd3Mtd2l6EAMyBQguEJECMgUILhCABDIFCC4QgAQyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEOgcIABBHELADOgoILhDIAxCwAxBDOgQIIxAnOgQILhBDOgcILhCxAxBDOgsILhCABBCxAxCDAToECAAQQzoICC4QgAQQsQM6DgguEIAEELEDEMcBEKMCOggIABCABBCxAzoLCAAQgAQQsQMQgwFKBAhBGABQ6whYqQ9grhFoBHACeACAAXiIAdADkgEDNC4xmAEAoAEByAEOwAEB&sclient=gws-wiz
Oleku (feat. Brymo),Everbody Loves Ice Prince,Ice Prince,afro dancehall,2011,290413,0,0.542,0.39,0.751,0,0.256,-4.397,0.143,161.754,5,Male,https://www.google.com/search?q=Kcee+&sxsrf=AOaemvJvYzH3Q1eGACXA2Q7VTFbWTouxMg%3A1638269526219&ei=VgKmYcboDJPWgQb67oiIBg&ved=0ahUKEwjG65_J9b_0AhUTa8AKHXo3AmEQ4dUDCA8&uact=5&oq=Kcee+&gs_lcp=Cgdnd3Mtd2l6EAMyBQguEJECMgUILhCABDIFCC4QgAQyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEOgcIABBHELADOgoILhDIAxCwAxBDOgQIIxAnOgQILhBDOgcILhCxAxBDOgsILhCABBCxAxCDAToECAAQQzoICC4QgAQQsQM6DgguEIAEELEDEMcBEKMCOggIABCABBCxAzoLCAAQgAQQsQMQgwFKBAhBGABQ6whYqQ9grhFoBHACeACAAXiIAdADkgEDNC4xmAEAoAEByAEOwAEB&sclient=gws-wiz
Ten over Ten,Super C Season,Naeto C,afro dancehall,2011,218640,29,0.666,0.019,0.978,0.000466,0.378,-3.117,0.129,117.984,4,Male,https://www.google.com/search?q=Kcee+&sxsrf=AOaemvJvYzH3Q1eGACXA2Q7VTFbWTouxMg%3A1638269526219&ei=VgKmYcboDJPWgQb67oiIBg&ved=0ahUKEwjG65_J9b_0AhUTa8AKHXo3AmEQ4dUDCA8&uact=5&oq=Kcee+&gs_lcp=Cgdnd3Mtd2l6EAMyBQguEJECMgUILhCABDIFCC4QgAQyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEOgcIABBHELADOgoILhDIAxCwAxBDOgQIIxAnOgQILhBDOgcILhCxAxBDOgsILhCABBCxAxCDAToECAAQQzoICC4QgAQQsQM6DgguEIAEELEDEMcBEKMCOggIABCABBCxAzoLCAAQgAQQsQMQgwFKBAhBGABQ6whYqQ9grhFoBHACeACAAXiIAdADkgEDNC4xmAEAoAEByAEOwAEB&sclient=gws-wiz
Aboki,Aboki,Ice Prince,afro dancehall,2012,220760,30,0.776,0.17,0.843,0,0.0589,-2.992,0.057,122.01,4,Male,https://www.google.com/search?q=Kcee+&sxsrf=AOaemvJvYzH3Q1eGACXA2Q7VTFbWTouxMg%3A1638269526219&ei=VgKmYcboDJPWgQb67oiIBg&ved=0ahUKEwjG65_J9b_0AhUTa8AKHXo3AmEQ4dUDCA8&uact=5&oq=Kcee+&gs_lcp=Cgdnd3Mtd2l6EAMyBQguEJECMgUILhCABDIFCC4QgAQyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEOgcIABBHELADOgoILhDIAxCwAxBDOgQIIxAnOgQILhBDOgcILhCxAxBDOgsILhCABBCxAxCDAToECAAQQzoICC4QgAQQsQM6DgguEIAEELEDEMcBEKMCOggIABCABBCxAzoLCAAQgAQQsQMQgwFKBAhBGABQ6whYqQ9grhFoBHACeACAAXiIAdADkgEDNC4xmAEAoAEByAEOwAEB&sclient=gws-wiz
You Bad,Best Of Wande Coal,Wande Coal,afro dancehall,2016,243040,4,0.733,0.404,0.806,0,0.128,-4.45,0.0818,120.023,4,Male,https://www.google.com/search?q=Kcee+&sxsrf=AOaemvJvYzH3Q1eGACXA2Q7VTFbWTouxMg%3A1638269526219&ei=VgKmYcboDJPWgQb67oiIBg&ved=0ahUKEwjG65_J9b_0AhUTa8AKHXo3AmEQ4dUDCA8&uact=5&oq=Kcee+&gs_lcp=Cgdnd3Mtd2l6EAMyBQguEJECMgUILhCABDIFCC4QgAQyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEOgcIABBHELADOgoILhDIAxCwAxBDOgQIIxAnOgQILhBDOgcILhCxAxBDOgsILhCABBCxAxCDAToECAAQQzoICC4QgAQQsQM6DgguEIAEELEDEMcBEKMCOggIABCABBCxAzoLCAAQgAQQsQMQgwFKBAhBGABQ6whYqQ9grhFoBHACeACAAXiIAdADkgEDNC4xmAEAoAEByAEOwAEB&sclient=gws-wiz
Limpopo,Takeover,KCee,afro dancehall,2013,253933,23,0.691,0.432,0.966,0.0151,0.223,-2.677,0.133,125.037,4,Male,https://www.google.com/search?q=Kcee+&sxsrf=AOaemvJvYzH3Q1eGACXA2Q7VTFbWTouxMg%3A1638269526219&ei=VgKmYcboDJPWgQb67oiIBg&ved=0ahUKEwjG65_J9b_0AhUTa8AKHXo3AmEQ4dUDCA8&uact=5&oq=Kcee+&gs_lcp=Cgdnd3Mtd2l6EAMyBQguEJECMgUILhCABDIFCC4QgAQyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEOgcIABBHELADOgoILhDIAxCwAxBDOgQIIxAnOgQILhBDOgcILhCxAxBDOgsILhCABBCxAxCDAToECAAQQzoICC4QgAQQsQM6DgguEIAEELEDEMcBEKMCOggIABCABBCxAzoLCAAQgAQQsQMQgwFKBAhBGABQ6whYqQ9grhFoBHACeACAAXiIAdADkgEDNC4xmAEAoAEByAEOwAEB&sclient=gws-wiz
Caro (feat. Lax),Ayo,WizKid,afro dancehall,2014,246832,45,0.698,0.0214,0.944,4.68E-05,0.485,-2.48,0.0628,122.183,4,Male,https://www.google.com/search?q=Kcee+&sxsrf=AOaemvJvYzH3Q1eGACXA2Q7VTFbWTouxMg%3A1638269526219&ei=VgKmYcboDJPWgQb67oiIBg&ved=0ahUKEwjG65_J9b_0AhUTa8AKHXo3AmEQ4dUDCA8&uact=5&oq=Kcee+&gs_lcp=Cgdnd3Mtd2l6EAMyBQguEJECMgUILhCABDIFCC4QgAQyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEOgcIABBHELADOgoILhDIAxCwAxBDOgQIIxAnOgQILhBDOgcILhCxAxBDOgsILhCABBCxAxCDAToECAAQQzoICC4QgAQQsQM6DgguEIAEELEDEMcBEKMCOggIABCABBCxAzoLCAAQgAQQsQMQgwFKBAhBGABQ6whYqQ9grhFoBHACeACAAXiIAdADkgEDNC4xmAEAoAEByAEOwAEB&sclient=gws-wiz
Dami Duro,Best Of Davido,DaVido,afropop,2020,250250,8,0.659,0.188,0.995,0,0.216,-0.735,0.194,124.983,4,Male,https://www.google.com/search?q=kIdI&oq=kIdI&aqs=chrome..69i57j35i39l2j46i67j0i67j69i60j69i61j69i60.1454j0j4&sourceid=chrome&ie=UTF-8
Like to Party,Best of Burna Boy,Burna Boy,afro dancehall,2017,246400,0,0.452,0.136,0.718,0,0.121,-6.972,0.341,109.454,3,Male,https://www.google.com/search?q=kIdI&oq=kIdI&aqs=chrome..69i57j35i39l2j46i67j0i67j69i60j69i61j69i60.1454j0j4&sourceid=chrome&ie=UTF-8
First of All,YBNL,Olamide,afro dancehall,2016,186666,0,0.923,0.066,0.702,3.09E-05,0.0999,-6.031,0.246,124.98,4,Male,https://www.google.com/search?q=kIdI&oq=kIdI&aqs=chrome..69i57j35i39l2j46i67j0i67j69i60j69i61j69i60.1454j0j4&sourceid=chrome&ie=UTF-8
Stupid Love,YBNL,Olamide,afro dancehall,2016,227093,0,0.825,0.335,0.944,0,0.0313,-3.656,0.237,131.017,4,Male,https://www.google.com/search?q=kiss+daniel&oq=kiss+daniel&aqs=chrome..69i57j46i67j0i67j46i67j0i10i67j46i67j46i512l3j0i512.1595j0j4&sourceid=chrome&ie=UTF-8
Ten Ten,Best Of Wande Coal,Wande Coal,afro dancehall,2016,229146,1,0.665,0.0472,0.869,0,0.0775,-3.1,0.138,108.95,4,Male,https://www.google.com/search?q=kiss+daniel&oq=kiss+daniel&aqs=chrome..69i57j46i67j0i67j46i67j0i10i67j46i67j46i512l3j0i512.1595j0j4&sourceid=chrome&ie=UTF-8
Pop Something ft D'Banj,Turning Point,Dr SID,afro dancehall,2010,296813,24,0.661,0.00176,0.942,0.189,0.214,-4.694,0.0611,140.026,4,Male,https://www.google.com/search?q=kiss+daniel&oq=kiss+daniel&aqs=chrome..69i57j46i67j0i67j46i67j0i10i67j46i67j46i512l3j0i512.1595j0j4&sourceid=chrome&ie=UTF-8
Halleluyah,Olu Maintain,Olu Maintain,afro dancehall,2017,265055,7,0.678,0.622,0.575,0,0.359,-8.591,0.189,82.998,4,Male,https://www.google.com/search?q=kiss+daniel&oq=kiss+daniel&aqs=chrome..69i57j46i67j0i67j46i67j0i10i67j46i67j46i512l3j0i512.1595j0j4&sourceid=chrome&ie=UTF-8
Catch Cold,Olu Maintain,Olu Maintain,afro dancehall,2017,391001,9,0.764,0.665,0.646,2.22E-06,0.314,-10.312,0.514,106.444,4,Male,https://www.google.com/search?q=kiss+daniel&oq=kiss+daniel&aqs=chrome..69i57j46i67j0i67j46i67j0i10i67j46i67j46i512l3j0i512.1595j0j4&sourceid=chrome&ie=UTF-8
You Know It ft. Eldee,You Know It - Single ft. Eldee,Goldie,na,2010,230360,4,0.784,0.25,0.849,5.79E-06,0.256,-7.913,0.0621,119.994,4,Male,https://www.google.com/search?q=kiss+daniel&oq=kiss+daniel&aqs=chrome..69i57j46i67j0i67j46i67j0i10i67j46i67j46i512l3j0i512.1595j0j4&sourceid=chrome&ie=UTF-8
Kako bi Chicken,B.O.R.S,Reminisce,afropop,2012,224640,0,0.819,0.148,0.943,0,0.0893,-2.073,0.244,125.049,4,Male,https://www.google.com/search?q=kiss+daniel&oq=kiss+daniel&aqs=chrome..69i57j46i67j0i67j46i67j0i10i67j46i67j46i512l3j0i512.1595j0j4&sourceid=chrome&ie=UTF-8
If Love Is A Crime,Grass 2 Grace,2Baba,afro dancehall,2006,269733,34,0.505,0.496,0.7,0,0.111,-5.175,0.104,171.84,4,Male,https://www.google.com/search?q=kiss+daniel&oq=kiss+daniel&aqs=chrome..69i57j46i67j0i67j46i67j0i10i67j46i67j46i512l3j0i512.1595j0j4&sourceid=chrome&ie=UTF-8
African Queen,Face 2 Face - Remix,2Baba,afro dancehall,2004,260986,39,0.48,0.483,0.853,0,0.606,-2.081,0.381,79.362,4,Male,https://www.google.com/search?q=kiss+daniel&oq=kiss+daniel&aqs=chrome..69i57j46i67j0i67j46i67j0i10i67j46i67j46i512l3j0i512.1595j0j4&sourceid=chrome&ie=UTF-8
Possibilities Ft. 2face,Danger,P-Square,afro dancehall,2009,307373,31,0.698,0.561,0.646,0,0.0996,-7.524,0.36,91.784,4,Male,https://www.google.com/search?q=kiss+daniel&oq=kiss+daniel&aqs=chrome..69i57j46i67j0i67j46i67j0i10i67j46i67j46i512l3j0i512.1595j0j4&sourceid=chrome&ie=UTF-8
Bizzy Body,Get Squared,P-Square,afro dancehall,2009,289080,31,0.931,0.3,0.559,0,0.0398,-7.434,0.0787,100.062,4,Male,https://www.google.com/search?q=koker&sxsrf=AOaemvKOudg20dIooc6UDBjVI7hhC9zCOg%3A1638269975313&ei=FwSmYdi7EoSDhbIPsMaLgA4&ved=0ahUKEwiYo7Kf97_0AhWEQUEAHTDjAuAQ4dUDCA8&uact=5&oq=koker&gs_lcp=Cgdnd3Mtd2l6EAMyCAguEIAEELEDMggIABCABBCxAzIFCAAQgAQyCAgAEIAEELEDMgsILhCABBDHARCvATIFCAAQgAQyCwgAEIAEELEDEIMBMgsILhCABBDHARCvATIHCAAQgAQQCjIFCC4QgAQ6BwgAEEcQsAM6BwgAELADEEM6CgguEMgDELADEEM6BAgjECc6BAguEEM6CwguEIAEELEDEIMBOgUILhCRAjoHCC4QsQMQQzoLCC4QgAQQxwEQ0QM6CAgAELEDEIMBOg4ILhCABBCxAxDHARCjAjoRCC4QgAQQsQMQgwEQxwEQrwFKBAhBGABQ4wxYohJgmxNoBHACeACAAZEBiAH1A5IBAzAuNJgBAKABAcgBD8ABAQ&sclient=gws-wiz
No Lele,Superstar,WizKid,afro dancehall,2011,218174,35,0.559,0.54,0.835,0,0.243,-4.256,0.185,136.29,5,Male,https://www.google.com/search?q=korede+bello&sxsrf=AOaemvKONct6kUFeSODL0C1JPyP6DNbekg%3A1638267484539&ei=XPqlYfWdIKTD8gLzi7bAAg&gs_ssp=eJzj4tbP1TcwNMytNDQwN2D04snOL0pNSVVISs3JyQcAZ2oIIA&oq=korede+b&gs_lcp=Cgdnd3Mtd2l6EAMYADIECC4QQzIECAAQQzIECC4QQzIECC4QQzIECC4QQzIECAAQQzIECAAQQzIFCAAQgAQyBQgAEIAEMgUILhCABDoHCAAQRxCwAzoHCAAQsAMQQzoHCC4QsAMQQzoKCC4QyAMQsAMQQzoECCMQJzoKCC4QxwEQrwEQQzoLCC4QgAQQxwEQ0QM6CAguEIAEELEDOggIABCABBCxAzoICAAQsQMQgwE6BwgAELEDEEM6CwguEIAEEMcBEK8BSgQIQRgAUIsIWJQcYIUkaANwAngAgAF6iAHCBZIBAzcuMZgBAKABAcgBD8ABAQ&sclient=gws-wiz
